context_word1,context_word2,target_word
this,stern,strikes
stern,strikes,rocks
strikes,rocks,and
rocks,and,they
and,they,bulge
they,bulge,through
bulge,through,and
through,and,oysters
and,oysters,come
oysters,come,to
come,to,join
to,join,me
join,me,chapter
me,chapter,the
chapter,the,hat
the,hat,and
hat,and,now
and,now,that
now,that,at
that,at,the
at,the,proper
the,proper,time
proper,time,and
time,and,place
and,place,after
place,after,so
after,so,long
so,long,and
long,and,wide
and,wide,a
wide,a,preliminary
a,preliminary,cruise
preliminary,cruise,ahab
cruise,ahab,all
ahab,all,other
all,other,whaling
other,whaling,waters
whaling,waters,swept
waters,swept,seemed
swept,seemed,to
seemed,to,have
to,have,chased
have,chased,his
chased,his,foe
his,foe,into
foe,into,an
into,an,ocean
an,ocean,fold
ocean,fold,to
fold,to,slay
to,slay,him
slay,him,the
him,the,more
the,more,securely
more,securely,there
securely,there,now
there,now,that
now,that,he
that,he,found
he,found,himself
found,himself,hard
himself,hard,by
hard,by,the
by,the,very
the,very,latitude
very,latitude,and
latitude,and,longitude
and,longitude,where
longitude,where,his
where,his,tormenting
his,tormenting,wound
tormenting,wound,had
wound,had,been
had,been,inflicted
been,inflicted,now
inflicted,now,that
now,that,a
that,a,vessel
a,vessel,had
vessel,had,been
had,been,spoken
been,spoken,which
spoken,which,on
which,on,the
on,the,very
the,very,day
very,day,preceding
day,preceding,had
preceding,had,actually
had,actually,encountered
actually,encountered,moby
encountered,moby,dick
moby,dick,and
dick,and,now
and,now,that
now,that,all
that,all,his
all,his,successive
his,successive,meetings
successive,meetings,with
meetings,with,various
with,various,ships
various,ships,contrastingly
ships,contrastingly,concurred
contrastingly,concurred,to
concurred,to,show
to,show,the
show,the,demoniac
the,demoniac,indifference
demoniac,indifference,with
indifference,with,which
with,which,the
which,the,white
the,white,whale
white,whale,tore
whale,tore,his
tore,his,hunters
his,hunters,whether
hunters,whether,sinning
whether,sinning,or
sinning,or,sinned
or,sinned,against
sinned,against,now
against,now,it
now,it,was
it,was,that
was,that,there
that,there,lurked
there,lurked,a
lurked,a,something
a,something,in
something,in,the
in,the,old
the,old,man
old,man,s
man,s,eyes
s,eyes,which
eyes,which,it
which,it,was
it,was,hardly
was,hardly,sufferable
hardly,sufferable,for
sufferable,for,feeble
for,feeble,souls
feeble,souls,to
souls,to,see
to,see,as
see,as,the
as,the,unsetting
the,unsetting,polar
unsetting,polar,star
polar,star,which
star,which,through
which,through,the
through,the,livelong
the,livelong,arctic
livelong,arctic,six
arctic,six,months
six,months,night
months,night,sustains
night,sustains,its
sustains,its,piercing
its,piercing,steady
piercing,steady,central
steady,central,gaze
central,gaze,so
gaze,so,ahab
so,ahab,s
ahab,s,purpose
s,purpose,now
purpose,now,fixedly
now,fixedly,gleamed
fixedly,gleamed,down
gleamed,down,upon
down,upon,the
upon,the,constant
the,constant,midnight
constant,midnight,of
midnight,of,the
of,the,gloomy
the,gloomy,crew
gloomy,crew,it
crew,it,domineered
it,domineered,above
domineered,above,them
above,them,so
them,so,that
so,that,all
that,all,their
all,their,bodings
their,bodings,doubts
bodings,doubts,misgivings
doubts,misgivings,fears
misgivings,fears,were
fears,were,fain
were,fain,to
fain,to,hide
to,hide,beneath
hide,beneath,their
beneath,their,souls
their,souls,and
souls,and,not
and,not,sprout
not,sprout,forth
sprout,forth,a
forth,a,single
a,single,spear
single,spear,or
spear,or,leaf
or,leaf,in
leaf,in,this
in,this,foreshadowing
this,foreshadowing,interval
foreshadowing,interval,too
interval,too,all
too,all,humor
all,humor,forced
humor,forced,or
forced,or,natural
or,natural,vanished
natural,vanished,stubb
vanished,stubb,no
stubb,no,more
no,more,strove
more,strove,to
strove,to,raise
to,raise,a
raise,a,smile
a,smile,starbuck
smile,starbuck,no
starbuck,no,more
no,more,strove
more,strove,to
strove,to,check
to,check,one
check,one,alike
one,alike,joy
alike,joy,and
joy,and,sorrow
and,sorrow,hope
sorrow,hope,and
hope,and,fear
and,fear,seemed
fear,seemed,ground
seemed,ground,to
ground,to,finest
to,finest,dust
finest,dust,and
dust,and,powdered
and,powdered,for
powdered,for,the
for,the,time
the,time,in
time,in,the
in,the,clamped
the,clamped,mortar
clamped,mortar,of
mortar,of,ahab
of,ahab,s
ahab,s,iron
s,iron,soul
iron,soul,like
soul,like,machines
like,machines,they
machines,they,dumbly
they,dumbly,moved
dumbly,moved,about
moved,about,the
about,the,deck
the,deck,ever
deck,ever,conscious
ever,conscious,that
conscious,that,the
that,the,old
the,old,man
old,man,s
man,s,despot
s,despot,eye
despot,eye,was
eye,was,on
was,on,them
on,them,but
them,but,did
but,did,you
did,you,deeply
you,deeply,scan
deeply,scan,him
scan,him,in
him,in,his
in,his,more
his,more,secret
more,secret,confidential
secret,confidential,hours
confidential,hours,when
hours,when,he
when,he,thought
he,thought,no
thought,no,glance
no,glance,but
glance,but,one
but,one,was
one,was,on
was,on,him
on,him,then
him,then,you
then,you,would
you,would,have
would,have,seen
have,seen,that
seen,that,even
that,even,as
even,as,ahab
as,ahab,s
ahab,s,eyes
s,eyes,so
eyes,so,awed
so,awed,the
awed,the,crew
the,crew,s
crew,s,the
s,the,inscrutable
the,inscrutable,parsee
inscrutable,parsee,s
parsee,s,glance
s,glance,awed
glance,awed,his
awed,his,or
his,or,somehow
or,somehow,at
somehow,at,least
at,least,in
least,in,some
in,some,wild
some,wild,way
wild,way,at
way,at,times
at,times,affected
times,affected,it
affected,it,such
it,such,an
such,an,added
an,added,gliding
added,gliding,strangeness
gliding,strangeness,began
strangeness,began,to
began,to,invest
to,invest,the
invest,the,thin
the,thin,fedallah
thin,fedallah,now
fedallah,now,such
now,such,ceaseless
such,ceaseless,shudderings
ceaseless,shudderings,shook
shudderings,shook,him
shook,him,that
him,that,the
that,the,men
the,men,looked
men,looked,dubious
looked,dubious,at
dubious,at,him
at,him,half
him,half,uncertain
half,uncertain,as
uncertain,as,it
as,it,seemed
it,seemed,whether
seemed,whether,indeed
whether,indeed,he
indeed,he,were
he,were,a
were,a,mortal
a,mortal,substance
mortal,substance,or
substance,or,else
or,else,a
else,a,tremulous
a,tremulous,shadow
tremulous,shadow,cast
shadow,cast,upon
cast,upon,the
upon,the,deck
the,deck,by
deck,by,some
by,some,unseen
some,unseen,being
unseen,being,s
being,s,body
s,body,and
body,and,that
and,that,shadow
that,shadow,was
shadow,was,always
was,always,hovering
always,hovering,there
hovering,there,for
there,for,not
for,not,by
not,by,night
by,night,even
night,even,had
even,had,fedallah
had,fedallah,ever
fedallah,ever,certainly
ever,certainly,been
certainly,been,known
been,known,to
known,to,slumber
to,slumber,or
slumber,or,go
or,go,below
go,below,he
below,he,would
he,would,stand
would,stand,still
stand,still,for
still,for,hours
for,hours,but
hours,but,never
but,never,sat
never,sat,or
sat,or,leaned
or,leaned,his
leaned,his,wan
his,wan,but
wan,but,wondrous
but,wondrous,eyes
wondrous,eyes,did
eyes,did,plainly
did,plainly,say
plainly,say,we
say,we,two
we,two,watchmen
two,watchmen,never
watchmen,never,rest
never,rest,nor
rest,nor,at
nor,at,any
at,any,time
any,time,by
time,by,night
by,night,or
night,or,day
or,day,could
day,could,the
could,the,mariners
the,mariners,now
mariners,now,step
now,step,upon
step,upon,the
upon,the,deck
the,deck,unless
deck,unless,ahab
unless,ahab,was
ahab,was,before
was,before,them
before,them,either
them,either,standing
either,standing,in
standing,in,his
in,his,pivot
his,pivot,hole
pivot,hole,or
hole,or,exactly
or,exactly,pacing
exactly,pacing,the
pacing,the,planks
the,planks,between
planks,between,two
between,two,undeviating
two,undeviating,limits
undeviating,limits,the
limits,the,main
the,main,mast
main,mast,and
mast,and,the
and,the,mizen
the,mizen,or
mizen,or,else
or,else,they
else,they,saw
they,saw,him
saw,him,standing
him,standing,in
standing,in,the
in,the,cabin
the,cabin,scuttle
cabin,scuttle,his
scuttle,his,living
his,living,foot
living,foot,advanced
foot,advanced,upon
advanced,upon,the
upon,the,deck
the,deck,as
deck,as,if
as,if,to
if,to,step
to,step,his
step,his,hat
his,hat,slouched
hat,slouched,heavily
slouched,heavily,over
heavily,over,his
over,his,eyes
his,eyes,so
eyes,so,that
so,that,however
that,however,motionless
however,motionless,he
motionless,he,stood
he,stood,however
stood,however,the
however,the,days
the,days,and
days,and,nights
and,nights,were
nights,were,added
were,added,on
added,on,that
on,that,he
that,he,had
he,had,not
had,not,swung
not,swung,in
swung,in,his
in,his,hammock
his,hammock,yet
hammock,yet,hidden
yet,hidden,beneath
hidden,beneath,that
beneath,that,slouching
that,slouching,hat
slouching,hat,they
hat,they,could
they,could,never
could,never,tell
never,tell,unerringly
tell,unerringly,whether
unerringly,whether,for
whether,for,all
for,all,this
all,this,his
this,his,eyes
his,eyes,were
eyes,were,really
were,really,closed
really,closed,at
closed,at,times
at,times,or
times,or,whether
or,whether,he
whether,he,was
he,was,still
was,still,intently
still,intently,scanning
intently,scanning,them
scanning,them,no
them,no,matter
no,matter,though
matter,though,he
though,he,stood
he,stood,so
stood,so,in
so,in,the
in,the,scuttle
the,scuttle,for
scuttle,for,a
for,a,whole
a,whole,hour
whole,hour,on
hour,on,the
on,the,stretch
the,stretch,and
stretch,and,the
and,the,unheeded
the,unheeded,night
unheeded,night,damp
night,damp,gathered
damp,gathered,in
gathered,in,beads
in,beads,of
beads,of,dew
of,dew,upon
dew,upon,that
upon,that,stone
that,stone,carved
stone,carved,coat
carved,coat,and
coat,and,hat
and,hat,the
hat,the,clothes
the,clothes,that
clothes,that,the
that,the,night
the,night,had
night,had,wet
had,wet,the
wet,the,next
the,next,day
next,day,s
day,s,sunshine
s,sunshine,dried
sunshine,dried,upon
dried,upon,him
upon,him,and
him,and,so
and,so,day
so,day,after
day,after,day
after,day,and
day,and,night
and,night,after
night,after,night
after,night,he
night,he,went
he,went,no
went,no,more
no,more,beneath
more,beneath,the
beneath,the,planks
the,planks,whatever
planks,whatever,he
whatever,he,wanted
he,wanted,from
wanted,from,the
from,the,cabin
the,cabin,that
cabin,that,thing
that,thing,he
thing,he,sent
he,sent,for
sent,for,he
for,he,ate
he,ate,in
ate,in,the
in,the,same
the,same,open
same,open,air
open,air,that
air,that,is
that,is,his
is,his,two
his,two,only
two,only,meals
only,meals,breakfast
meals,breakfast,and
breakfast,and,dinner
and,dinner,supper
dinner,supper,he
supper,he,never
he,never,touched
never,touched,nor
touched,nor,reaped
nor,reaped,his
reaped,his,beard
his,beard,which
beard,which,darkly
which,darkly,grew
darkly,grew,all
grew,all,gnarled
all,gnarled,as
gnarled,as,unearthed
as,unearthed,roots
unearthed,roots,of
roots,of,trees
of,trees,blown
trees,blown,over
blown,over,which
over,which,still
which,still,grow
still,grow,idly
grow,idly,on
idly,on,at
on,at,naked
at,naked,base
naked,base,though
base,though,perished
though,perished,in
perished,in,the
in,the,upper
the,upper,verdure
upper,verdure,but
verdure,but,though
but,though,his
though,his,whole
his,whole,life
whole,life,was
life,was,now
was,now,become
now,become,one
become,one,watch
one,watch,on
watch,on,deck
on,deck,and
deck,and,though
and,though,the
though,the,parsee
the,parsee,s
parsee,s,mystic
s,mystic,watch
mystic,watch,was
watch,was,without
was,without,intermission
without,intermission,as
intermission,as,his
as,his,own
his,own,yet
own,yet,these
yet,these,two
these,two,never
two,never,seemed
never,seemed,to
seemed,to,speak
to,speak,one
speak,one,man
one,man,to
man,to,the
to,the,other
the,other,unless
other,unless,at
unless,at,long
at,long,intervals
long,intervals,some
intervals,some,passing
some,passing,unmomentous
passing,unmomentous,matter
unmomentous,matter,made
matter,made,it
made,it,necessary
it,necessary,though
necessary,though,such
though,such,a
such,a,potent
a,potent,spell
potent,spell,seemed
spell,seemed,secretly
seemed,secretly,to
secretly,to,join
to,join,the
join,the,twain
the,twain,openly
twain,openly,and
openly,and,to
and,to,the
to,the,awe
the,awe,struck
awe,struck,crew
struck,crew,they
crew,they,seemed
they,seemed,pole
seemed,pole,like
pole,like,asunder
like,asunder,if
asunder,if,by
if,by,day
by,day,they
day,they,chanced
they,chanced,to
chanced,to,speak
to,speak,one
speak,one,word
one,word,by
word,by,night
by,night,dumb
night,dumb,men
dumb,men,were
men,were,both
were,both,so
both,so,far
so,far,as
far,as,concerned
as,concerned,the
concerned,the,slightest
the,slightest,verbal
slightest,verbal,interchange
verbal,interchange,at
interchange,at,times
at,times,for
times,for,longest
for,longest,hours
longest,hours,without
hours,without,a
without,a,single
a,single,hail
single,hail,they
hail,they,stood
they,stood,far
stood,far,parted
far,parted,in
parted,in,the
in,the,starlight
the,starlight,ahab
starlight,ahab,in
ahab,in,his
in,his,scuttle
his,scuttle,the
scuttle,the,parsee
the,parsee,by
parsee,by,the
by,the,mainmast
the,mainmast,but
mainmast,but,still
but,still,fixedly
still,fixedly,gazing
fixedly,gazing,upon
gazing,upon,each
upon,each,other
each,other,as
other,as,if
as,if,in
if,in,the
in,the,parsee
the,parsee,ahab
parsee,ahab,saw
ahab,saw,his
saw,his,forethrown
his,forethrown,shadow
forethrown,shadow,in
shadow,in,ahab
in,ahab,the
ahab,the,parsee
the,parsee,his
parsee,his,abandoned
his,abandoned,substance
abandoned,substance,and
substance,and,yet
and,yet,somehow
yet,somehow,did
somehow,did,ahab
did,ahab,in
ahab,in,his
in,his,own
his,own,proper
own,proper,self
proper,self,as
self,as,daily
as,daily,hourly
daily,hourly,and
hourly,and,every
and,every,instant
every,instant,commandingly
instant,commandingly,revealed
commandingly,revealed,to
revealed,to,his
to,his,subordinates
his,subordinates,ahab
subordinates,ahab,seemed
ahab,seemed,an
seemed,an,independent
an,independent,lord
independent,lord,the
lord,the,parsee
the,parsee,but
parsee,but,his
but,his,slave
his,slave,still
slave,still,again
still,again,both
again,both,seemed
both,seemed,yoked
seemed,yoked,together
yoked,together,and
together,and,an
and,an,unseen
an,unseen,tyrant
unseen,tyrant,driving
tyrant,driving,them
driving,them,the
them,the,lean
the,lean,shade
lean,shade,siding
shade,siding,the
siding,the,solid
the,solid,rib
solid,rib,for
rib,for,be
for,be,this
be,this,parsee
this,parsee,what
parsee,what,he
what,he,may
he,may,all
may,all,rib
all,rib,and
rib,and,keel
and,keel,was
keel,was,solid
was,solid,ahab
solid,ahab,at
ahab,at,the
at,the,first
the,first,faintest
first,faintest,glimmering
faintest,glimmering,of
glimmering,of,the
of,the,dawn
the,dawn,his
dawn,his,iron
his,iron,voice
iron,voice,was
voice,was,heard
was,heard,from
heard,from,aft
from,aft,man
aft,man,the
man,the,mast
the,mast,heads
mast,heads,and
heads,and,all
and,all,through
all,through,the
through,the,day
the,day,till
day,till,after
till,after,sunset
after,sunset,and
sunset,and,after
and,after,twilight
after,twilight,the
twilight,the,same
the,same,voice
same,voice,every
voice,every,hour
every,hour,at
hour,at,the
at,the,striking
the,striking,of
striking,of,the
of,the,helmsman
the,helmsman,s
helmsman,s,bell
s,bell,was
bell,was,heard
was,heard,what
heard,what,d
what,d,ye
d,ye,see
ye,see,sharp
see,sharp,sharp
sharp,sharp,but
sharp,but,when
but,when,three
when,three,or
three,or,four
or,four,days
four,days,had
days,had,slided
had,slided,by
slided,by,after
by,after,meeting
after,meeting,the
meeting,the,children
the,children,seeking
children,seeking,rachel
seeking,rachel,and
rachel,and,no
and,no,spout
no,spout,had
spout,had,yet
had,yet,been
yet,been,seen
been,seen,the
seen,the,monomaniac
the,monomaniac,old
monomaniac,old,man
old,man,seemed
man,seemed,distrustful
seemed,distrustful,of
distrustful,of,his
of,his,crew
his,crew,s
crew,s,fidelity
s,fidelity,at
fidelity,at,least
at,least,of
least,of,nearly
of,nearly,all
nearly,all,except
all,except,the
except,the,pagan
the,pagan,harpooneers
pagan,harpooneers,he
harpooneers,he,seemed
he,seemed,to
seemed,to,doubt
to,doubt,even
doubt,even,whether
even,whether,stubb
whether,stubb,and
stubb,and,flask
and,flask,might
flask,might,not
might,not,willingly
not,willingly,overlook
willingly,overlook,the
overlook,the,sight
the,sight,he
sight,he,sought
he,sought,but
sought,but,if
but,if,these
if,these,suspicions
these,suspicions,were
suspicions,were,really
were,really,his
really,his,he
his,he,sagaciously
he,sagaciously,refrained
sagaciously,refrained,from
refrained,from,verbally
from,verbally,expressing
verbally,expressing,them
expressing,them,however
them,however,his
however,his,actions
his,actions,might
actions,might,seem
might,seem,to
seem,to,hint
to,hint,them
hint,them,i
them,i,will
i,will,have
will,have,the
have,the,first
the,first,sight
first,sight,of
sight,of,the
of,the,whale
the,whale,myself
whale,myself,he
myself,he,said
he,said,aye
said,aye,ahab
aye,ahab,must
ahab,must,have
must,have,the
have,the,doubloon
the,doubloon,and
doubloon,and,with
and,with,his
with,his,own
his,own,hands
own,hands,he
hands,he,rigged
he,rigged,a
rigged,a,nest
